Case,Region,Variable_French,Type,Year,Value
Référence,Yukon ,Solaire,Combustible Principal,2013,0.044
Référence,Yukon ,Solaire,Combustible Principal,2014,0.044
Référence,Yukon ,Solaire,Combustible Principal,2015,0.044
Référence,Yukon ,Solaire,Combustible Principal,2016,0.044
Référence,Yukon ,Solaire,Combustible Principal,2017,0.044
Référence,Yukon ,Solaire,Combustible Principal,2018,0.044
Référence,Yukon ,Solaire,Combustible Principal,2019,0.044
Référence,Yukon ,Solaire,Combustible Principal,2020,0.044
Référence,Yukon ,Solaire,Combustible Principal,2021,0.044
Référence,Yukon ,Solaire,Combustible Principal,2022,0.044
Référence,Yukon ,Solaire,Combustible Principal,2023,0.044
Référence,Yukon ,Solaire,Combustible Principal,2024,0.044
Référence,Yukon ,Solaire,Combustible Principal,2025,0.044
Référence,Yukon ,Solaire,Combustible Principal,2026,0.044
Référence,Yukon ,Solaire,Combustible Principal,2027,0.044
Référence,Yukon ,Solaire,Combustible Principal,2028,0.044
Référence,Yukon ,Solaire,Combustible Principal,2029,0.044
Référence,Yukon ,Solaire,Combustible Principal,2030,0.044
Référence,Yukon ,Solaire,Combustible Principal,2031,0.044
Référence,Yukon ,Solaire,Combustible Principal,2032,0.044
Référence,Yukon ,Solaire,Combustible Principal,2033,0.044
Référence,Yukon ,Solaire,Combustible Principal,2034,0.044
Référence,Yukon ,Solaire,Combustible Principal,2035,0.044
Référence,Yukon ,Solaire,Combustible Principal,2036,0.044
Référence,Yukon ,Solaire,Combustible Principal,2037,0.044
Référence,Yukon ,Solaire,Combustible Principal,2038,0.044
Référence,Yukon ,Solaire,Combustible Principal,2039,0.044
Référence,Yukon ,Solaire,Combustible Principal,2040,0.044
Avancées technologiques,Canada,Solaire,Combustible Principal,2005,16.75
Avancées technologiques,Canada,Solaire,Combustible Principal,2006,20.48
Avancées technologiques,Canada,Solaire,Combustible Principal,2007,25.77
Avancées technologiques,Canada,Solaire,Combustible Principal,2008,32.72
Avancées technologiques,Canada,Solaire,Combustible Principal,2009,94.57
Avancées technologiques,Canada,Solaire,Combustible Principal,2010,281.13
Avancées technologiques,Canada,Solaire,Combustible Principal,2011,419.4
Avancées technologiques,Canada,Solaire,Combustible Principal,2012,647.481
Avancées technologiques,Canada,Solaire,Combustible Principal,2013,1027.628
Avancées technologiques,Canada,Solaire,Combustible Principal,2014,1523.478
Avancées technologiques,Canada,Solaire,Combustible Principal,2015,2135.478
Avancées technologiques,Canada,Solaire,Combustible Principal,2016,2307.057
Avancées technologiques,Canada,Solaire,Combustible Principal,2017,2805.457
Avancées technologiques,Canada,Solaire,Combustible Principal,2018,2933.5847
Avancées technologiques,Canada,Solaire,Combustible Principal,2019,3192.3581
Avancées technologiques,Canada,Solaire,Combustible Principal,2020,3307.1353
Avancées technologiques,Canada,Solaire,Combustible Principal,2021,3523.7623
Avancées technologiques,Canada,Solaire,Combustible Principal,2022,3735.386
Avancées technologiques,Canada,Solaire,Combustible Principal,2023,3935.9956
Avancées technologiques,Canada,Solaire,Combustible Principal,2024,4138.2868
Avancées technologiques,Canada,Solaire,Combustible Principal,2025,4417.2526
Avancées technologiques,Canada,Solaire,Combustible Principal,2026,4771.6013
Avancées technologiques,Canada,Solaire,Combustible Principal,2027,5141.6403
Avancées technologiques,Canada,Solaire,Combustible Principal,2028,5501.3692
Avancées technologiques,Canada,Solaire,Combustible Principal,2029,5859.3569
Avancées technologiques,Canada,Solaire,Combustible Principal,2030,6253.6093
Avancées technologiques,Canada,Solaire,Combustible Principal,2031,6908.5245
Avancées technologiques,Canada,Solaire,Combustible Principal,2032,7578.6899
Avancées technologiques,Canada,Solaire,Combustible Principal,2033,8237.8385
Avancées technologiques,Canada,Solaire,Combustible Principal,2034,8892.9864
Avancées technologiques,Canada,Solaire,Combustible Principal,2035,9599.106
Avancées technologiques,Canada,Solaire,Combustible Principal,2036,10409.8962
Avancées technologiques,Canada,Solaire,Combustible Principal,2037,11255.6506
Avancées technologiques,Canada,Solaire,Combustible Principal,2038,12090.3439
Avancées technologiques,Canada,Solaire,Combustible Principal,2039,12920.9838
Avancées technologiques,Canada,Solaire,Combustible Principal,2040,13775.0633
Avancées technologiques,Ontario,Solaire,Combustible Principal,2005,16.75
Avancées technologiques,Ontario,Solaire,Combustible Principal,2006,20.48
Avancées technologiques,Ontario,Solaire,Combustible Principal,2007,25.77
Avancées technologiques,Ontario,Solaire,Combustible Principal,2008,32.72
Avancées technologiques,Ontario,Solaire,Combustible Principal,2009,94.57
Avancées technologiques,Ontario,Solaire,Combustible Principal,2010,281.13
Avancées technologiques,Ontario,Solaire,Combustible Principal,2011,419.4
Avancées technologiques,Ontario,Solaire,Combustible Principal,2012,645.3
Avancées technologiques,Ontario,Solaire,Combustible Principal,2013,1018.7
Avancées technologiques,Ontario,Solaire,Combustible Principal,2014,1509.4
Avancées technologiques,Ontario,Solaire,Combustible Principal,2015,2119
Avancées technologiques,Ontario,Solaire,Combustible Principal,2016,2291.46
Avancées technologiques,Ontario,Solaire,Combustible Principal,2017,2771.46
Avancées technologiques,Ontario,Solaire,Combustible Principal,2018,2871.46
Avancées technologiques,Ontario,Solaire,Combustible Principal,2019,3071.46
Avancées technologiques,Ontario,Solaire,Combustible Principal,2020,3071.46
Avancées technologiques,Ontario,Solaire,Combustible Principal,2021,3101.46
Avancées technologiques,Ontario,Solaire,Combustible Principal,2022,3131.46
Avancées technologiques,Ontario,Solaire,Combustible Principal,2023,3161.46
Avancées technologiques,Ontario,Solaire,Combustible Principal,2024,3191.46
Avancées technologiques,Ontario,Solaire,Combustible Principal,2025,3221.46
Avancées technologiques,Ontario,Solaire,Combustible Principal,2026,3311.46
Avancées technologiques,Ontario,Solaire,Combustible Principal,2027,3401.46
Avancées technologiques,Ontario,Solaire,Combustible Principal,2028,3491.46
Avancées technologiques,Ontario,Solaire,Combustible Principal,2029,3581.46
Avancées technologiques,Ontario,Solaire,Combustible Principal,2030,3671.46
Avancées technologiques,Ontario,Solaire,Combustible Principal,2031,3881.46
Avancées technologiques,Ontario,Solaire,Combustible Principal,2032,4091.46
Avancées technologiques,Ontario,Solaire,Combustible Principal,2033,4301.46
Avancées technologiques,Ontario,Solaire,Combustible Principal,2034,4511.46
Avancées technologiques,Ontario,Solaire,Combustible Principal,2035,4721.46
Avancées technologiques,Ontario,Solaire,Combustible Principal,2036,4991.459
Avancées technologiques,Ontario,Solaire,Combustible Principal,2037,5261.459
Avancées technologiques,Ontario,Solaire,Combustible Principal,2038,5531.459
Avancées technologiques,Ontario,Solaire,Combustible Principal,2039,5801.459
Avancées technologiques,Ontario,Solaire,Combustible Principal,2040,6071.459
Avancées technologiques,Alberta,Solaire,Combustible Principal,2005,0
Avancées technologiques,Alberta,Solaire,Combustible Principal,2006,0
Avancées technologiques,Alberta,Solaire,Combustible Principal,2007,0
Avancées technologiques,Alberta,Solaire,Combustible Principal,2008,0
Avancées technologiques,Alberta,Solaire,Combustible Principal,2009,0
Avancées technologiques,Alberta,Solaire,Combustible Principal,2010,0
Avancées technologiques,Alberta,Solaire,Combustible Principal,2011,0
Avancées technologiques,Alberta,Solaire,Combustible Principal,2012,2.181
Avancées technologiques,Alberta,Solaire,Combustible Principal,2013,4.466
Avancées technologiques,Alberta,Solaire,Combustible Principal,2014,4.466
Avancées technologiques,Alberta,Solaire,Combustible Principal,2015,4.466
Avancées technologiques,Alberta,Solaire,Combustible Principal,2016,4.466
Avancées technologiques,Alberta,Solaire,Combustible Principal,2017,21.466
Avancées technologiques,Alberta,Solaire,Combustible Principal,2018,21.466
Avancées technologiques,Alberta,Solaire,Combustible Principal,2019,21.466
Avancées technologiques,Alberta,Solaire,Combustible Principal,2020,71.466
Avancées technologiques,Alberta,Solaire,Combustible Principal,2021,171.466
Avancées technologiques,Alberta,Solaire,Combustible Principal,2022,271.466
Avancées technologiques,Alberta,Solaire,Combustible Principal,2023,371.466
Avancées technologiques,Alberta,Solaire,Combustible Principal,2024,471.466
Avancées technologiques,Alberta,Solaire,Combustible Principal,2025,621.466
Avancées technologiques,Alberta,Solaire,Combustible Principal,2026,761.466
Avancées technologiques,Alberta,Solaire,Combustible Principal,2027,901.466
Avancées technologiques,Alberta,Solaire,Combustible Principal,2028,1041.466
Avancées technologiques,Alberta,Solaire,Combustible Principal,2029,1181.466
Avancées technologiques,Alberta,Solaire,Combustible Principal,2030,1371.466
Avancées technologiques,Alberta,Solaire,Combustible Principal,2031,1591.466
Avancées technologiques,Alberta,Solaire,Combustible Principal,2032,1811.466
Avancées technologiques,Alberta,Solaire,Combustible Principal,2033,2031.466
Avancées technologiques,Alberta,Solaire,Combustible Principal,2034,2251.466
Avancées technologiques,Alberta,Solaire,Combustible Principal,2035,2521.466
Avancées technologiques,Alberta,Solaire,Combustible Principal,2036,2781.466
Avancées technologiques,Alberta,Solaire,Combustible Principal,2037,3041.466
Avancées technologiques,Alberta,Solaire,Combustible Principal,2038,3301.466
Avancées technologiques,Alberta,Solaire,Combustible Principal,2039,3561.466
Avancées technologiques,Alberta,Solaire,Combustible Principal,2040,3821.466
Avancées technologiques,Colombie-Britannique,Solaire,Combustible Principal,2005,0
Avancées technologiques,Colombie-Britannique,Solaire,Combustible Principal,2006,0
Avancées technologiques,Colombie-Britannique,Solaire,Combustible Principal,2007,0
Avancées technologiques,Colombie-Britannique,Solaire,Combustible Principal,2008,0
Avancées technologiques,Colombie-Britannique,Solaire,Combustible Principal,2009,0
Avancées technologiques,Colombie-Britannique,Solaire,Combustible Principal,2010,0
Avancées technologiques,Colombie-Britannique,Solaire,Combustible Principal,2011,0
Avancées technologiques,Colombie-Britannique,Solaire,Combustible Principal,2012,0
Avancées technologiques,Colombie-Britannique,Solaire,Combustible Principal,2013,2.281
Avancées technologiques,Colombie-Britannique,Solaire,Combustible Principal,2014,2.281
Avancées technologiques,Colombie-Britannique,Solaire,Combustible Principal,2015,3.281
Avancées technologiques,Colombie-Britannique,Solaire,Combustible Principal,2016,3.281
Avancées technologiques,Colombie-Britannique,Solaire,Combustible Principal,2017,3.281
Avancées technologiques,Colombie-Britannique,Solaire,Combustible Principal,2018,27.281
Avancées technologiques,Colombie-Britannique,Solaire,Combustible Principal,2019,47.281
Avancées technologiques,Colombie-Britannique,Solaire,Combustible Principal,2020,67.281
Avancées technologiques,Colombie-Britannique,Solaire,Combustible Principal,2021,87.281
Avancées technologiques,Colombie-Britannique,Solaire,Combustible Principal,2022,107.281
Avancées technologiques,Colombie-Britannique,Solaire,Combustible Principal,2023,131.281
Avancées technologiques,Colombie-Britannique,Solaire,Combustible Principal,2024,151.281
Avancées technologiques,Colombie-Britannique,Solaire,Combustible Principal,2025,171.281
Avancées technologiques,Colombie-Britannique,Solaire,Combustible Principal,2026,191.281
Avancées technologiques,Colombie-Britannique,Solaire,Combustible Principal,2027,211.281
Avancées technologiques,Colombie-Britannique,Solaire,Combustible Principal,2028,235.281
Avancées technologiques,Colombie-Britannique,Solaire,Combustible Principal,2029,255.281
Avancées technologiques,Colombie-Britannique,Solaire,Combustible Principal,2030,275.281
Avancées technologiques,Colombie-Britannique,Solaire,Combustible Principal,2031,295.281
Avancées technologiques,Colombie-Britannique,Solaire,Combustible Principal,2032,315.281
Avancées technologiques,Colombie-Britannique,Solaire,Combustible Principal,2033,339.281
Avancées technologiques,Colombie-Britannique,Solaire,Combustible Principal,2034,359.281
Avancées technologiques,Colombie-Britannique,Solaire,Combustible Principal,2035,379.281
Avancées technologiques,Colombie-Britannique,Solaire,Combustible Principal,2036,399.281
Avancées technologiques,Colombie-Britannique,Solaire,Combustible Principal,2037,439.281
Avancées technologiques,Colombie-Britannique,Solaire,Combustible Principal,2038,483.281
Avancées technologiques,Colombie-Britannique,Solaire,Combustible Principal,2039,523.281
Avancées technologiques,Colombie-Britannique,Solaire,Combustible Principal,2040,563.281
Avancées technologiques,Manitoba,Solaire,Combustible Principal,2005,0
Avancées technologiques,Manitoba,Solaire,Combustible Principal,2006,0
Avancées technologiques,Manitoba,Solaire,Combustible Principal,2007,0
Avancées technologiques,Manitoba,Solaire,Combustible Principal,2008,0
Avancées technologiques,Manitoba,Solaire,Combustible Principal,2009,0
Avancées technologiques,Manitoba,Solaire,Combustible Principal,2010,0
Avancées technologiques,Manitoba,Solaire,Combustible Principal,2011,0
Avancées technologiques,Manitoba,Solaire,Combustible Principal,2012,0
Avancées technologiques,Manitoba,Solaire,Combustible Principal,2013,1
Avancées technologiques,Manitoba,Solaire,Combustible Principal,2014,2
Avancées technologiques,Manitoba,Solaire,Combustible Principal,2015,3
Avancées technologiques,Manitoba,Solaire,Combustible Principal,2016,4
Avancées technologiques,Manitoba,Solaire,Combustible Principal,2017,5
Avancées technologiques,Manitoba,Solaire,Combustible Principal,2018,6
Avancées technologiques,Manitoba,Solaire,Combustible Principal,2019,7
Avancées technologiques,Manitoba,Solaire,Combustible Principal,2020,8
Avancées technologiques,Manitoba,Solaire,Combustible Principal,2021,11
Avancées technologiques,Manitoba,Solaire,Combustible Principal,2022,14
Avancées technologiques,Manitoba,Solaire,Combustible Principal,2023,17
Avancées technologiques,Manitoba,Solaire,Combustible Principal,2024,20
Avancées technologiques,Manitoba,Solaire,Combustible Principal,2025,23
Avancées technologiques,Manitoba,Solaire,Combustible Principal,2026,30
Avancées technologiques,Manitoba,Solaire,Combustible Principal,2027,37
Avancées technologiques,Manitoba,Solaire,Combustible Principal,2028,44
Avancées technologiques,Manitoba,Solaire,Combustible Principal,2029,51
Avancées technologiques,Manitoba,Solaire,Combustible Principal,2030,58
Avancées technologiques,Manitoba,Solaire,Combustible Principal,2031,73
Avancées technologiques,Manitoba,Solaire,Combustible Principal,2032,88
Avancées technologiques,Manitoba,Solaire,Combustible Principal,2033,103
Avancées technologiques,Manitoba,Solaire,Combustible Principal,2034,118
Avancées technologiques,Manitoba,Solaire,Combustible Principal,2035,133
Avancées technologiques,Manitoba,Solaire,Combustible Principal,2036,152
Avancées technologiques,Manitoba,Solaire,Combustible Principal,2037,171
Avancées technologiques,Manitoba,Solaire,Combustible Principal,2038,190
Avancées technologiques,Manitoba,Solaire,Combustible Principal,2039,209
Avancées technologiques,Manitoba,Solaire,Combustible Principal,2040,227
Avancées technologiques,Nouveau-Brunswick,Solaire,Combustible Principal,2005,0
Avancées technologiques,Nouveau-Brunswick,Solaire,Combustible Principal,2006,0
Avancées technologiques,Nouveau-Brunswick,Solaire,Combustible Principal,2007,0
Avancées technologiques,Nouveau-Brunswick,Solaire,Combustible Principal,2008,0
Avancées technologiques,Nouveau-Brunswick,Solaire,Combustible Principal,2009,0
Avancées technologiques,Nouveau-Brunswick,Solaire,Combustible Principal,2010,0
Avancées technologiques,Nouveau-Brunswick,Solaire,Combustible Principal,2011,0
Avancées technologiques,Nouveau-Brunswick,Solaire,Combustible Principal,2012,0
Avancées technologiques,Nouveau-Brunswick,Solaire,Combustible Principal,2013,0.162
Avancées technologiques,Nouveau-Brunswick,Solaire,Combustible Principal,2014,0.162
Avancées technologiques,Nouveau-Brunswick,Solaire,Combustible Principal,2015,0.162
Avancées technologiques,Nouveau-Brunswick,Solaire,Combustible Principal,2016,0.162
Avancées technologiques,Nouveau-Brunswick,Solaire,Combustible Principal,2017,0.162
Avancées technologiques,Nouveau-Brunswick,Solaire,Combustible Principal,2018,0.162
Avancées technologiques,Nouveau-Brunswick,Solaire,Combustible Principal,2019,0.162
Avancées technologiques,Nouveau-Brunswick,Solaire,Combustible Principal,2020,0.162
Avancées technologiques,Nouveau-Brunswick,Solaire,Combustible Principal,2021,2.162
Avancées technologiques,Nouveau-Brunswick,Solaire,Combustible Principal,2022,4.162
Avancées technologiques,Nouveau-Brunswick,Solaire,Combustible Principal,2023,6.162
Avancées technologiques,Nouveau-Brunswick,Solaire,Combustible Principal,2024,8.162
Avancées technologiques,Nouveau-Brunswick,Solaire,Combustible Principal,2025,40.162
Avancées technologiques,Nouveau-Brunswick,Solaire,Combustible Principal,2026,46.162
Avancées technologiques,Nouveau-Brunswick,Solaire,Combustible Principal,2027,52.162
Avancées technologiques,Nouveau-Brunswick,Solaire,Combustible Principal,2028,58.162
Avancées technologiques,Nouveau-Brunswick,Solaire,Combustible Principal,2029,64.162
Avancées technologiques,Nouveau-Brunswick,Solaire,Combustible Principal,2030,70.162
Avancées technologiques,Nouveau-Brunswick,Solaire,Combustible Principal,2031,84.162
Avancées technologiques,Nouveau-Brunswick,Solaire,Combustible Principal,2032,98.162
Avancées technologiques,Nouveau-Brunswick,Solaire,Combustible Principal,2033,112.162
Avancées technologiques,Nouveau-Brunswick,Solaire,Combustible Principal,2034,126.162
Avancées technologiques,Nouveau-Brunswick,Solaire,Combustible Principal,2035,140.162
Avancées technologiques,Nouveau-Brunswick,Solaire,Combustible Principal,2036,158.162
Avancées technologiques,Nouveau-Brunswick,Solaire,Combustible Principal,2037,176.162
Avancées technologiques,Nouveau-Brunswick,Solaire,Combustible Principal,2038,194.162
Avancées technologiques,Nouveau-Brunswick,Solaire,Combustible Principal,2039,212.162
Avancées technologiques,Nouveau-Brunswick,Solaire,Combustible Principal,2040,235.162
Avancées technologiques,Terre-Neuve-et-Labrador,Solaire,Combustible Principal,2005,0
Avancées technologiques,Terre-Neuve-et-Labrador,Solaire,Combustible Principal,2006,0
Avancées technologiques,Terre-Neuve-et-Labrador,Solaire,Combustible Principal,2007,0
Avancées technologiques,Terre-Neuve-et-Labrador,Solaire,Combustible Principal,2008,0
Avancées technologiques,Terre-Neuve-et-Labrador,Solaire,Combustible Principal,2009,0
Avancées technologiques,Terre-Neuve-et-Labrador,Solaire,Combustible Principal,2010,0
Avancées technologiques,Terre-Neuve-et-Labrador,Solaire,Combustible Principal,2011,0
Avancées technologiques,Terre-Neuve-et-Labrador,Solaire,Combustible Principal,2012,0
Avancées technologiques,Terre-Neuve-et-Labrador,Solaire,Combustible Principal,2013,0.015
Avancées technologiques,Terre-Neuve-et-Labrador,Solaire,Combustible Principal,2014,0.015
Avancées technologiques,Terre-Neuve-et-Labrador,Solaire,Combustible Principal,2015,0.015
Avancées technologiques,Terre-Neuve-et-Labrador,Solaire,Combustible Principal,2016,0.015
Avancées technologiques,Terre-Neuve-et-Labrador,Solaire,Combustible Principal,2017,0.015
Avancées technologiques,Terre-Neuve-et-Labrador,Solaire,Combustible Principal,2018,0.015
Avancées technologiques,Terre-Neuve-et-Labrador,Solaire,Combustible Principal,2019,0.015
Avancées technologiques,Terre-Neuve-et-Labrador,Solaire,Combustible Principal,2020,0.015
Avancées technologiques,Terre-Neuve-et-Labrador,Solaire,Combustible Principal,2021,0.015
Avancées technologiques,Terre-Neuve-et-Labrador,Solaire,Combustible Principal,2022,0.015
Avancées technologiques,Terre-Neuve-et-Labrador,Solaire,Combustible Principal,2023,0.015
Avancées technologiques,Terre-Neuve-et-Labrador,Solaire,Combustible Principal,2024,0.015
Avancées technologiques,Terre-Neuve-et-Labrador,Solaire,Combustible Principal,2025,0.015
Avancées technologiques,Terre-Neuve-et-Labrador,Solaire,Combustible Principal,2026,0.015
Avancées technologiques,Terre-Neuve-et-Labrador,Solaire,Combustible Principal,2027,0.015
Avancées technologiques,Terre-Neuve-et-Labrador,Solaire,Combustible Principal,2028,0.015
Avancées technologiques,Terre-Neuve-et-Labrador,Solaire,Combustible Principal,2029,0.015
Avancées technologiques,Terre-Neuve-et-Labrador,Solaire,Combustible Principal,2030,0.015
Avancées technologiques,Terre-Neuve-et-Labrador,Solaire,Combustible Principal,2031,0.015
Avancées technologiques,Terre-Neuve-et-Labrador,Solaire,Combustible Principal,2032,0.015
Avancées technologiques,Terre-Neuve-et-Labrador,Solaire,Combustible Principal,2033,0.015
Avancées technologiques,Terre-Neuve-et-Labrador,Solaire,Combustible Principal,2034,0.015
Avancées technologiques,Terre-Neuve-et-Labrador,Solaire,Combustible Principal,2035,0.015
Avancées technologiques,Terre-Neuve-et-Labrador,Solaire,Combustible Principal,2036,0.015
Avancées technologiques,Terre-Neuve-et-Labrador,Solaire,Combustible Principal,2037,0.015
Avancées technologiques,Terre-Neuve-et-Labrador,Solaire,Combustible Principal,2038,0.015
Avancées technologiques,Terre-Neuve-et-Labrador,Solaire,Combustible Principal,2039,0.015
Avancées technologiques,Terre-Neuve-et-Labrador,Solaire,Combustible Principal,2040,0.015
Avancées technologiques,Northwest Territories ,Solaire,Combustible Principal,2005,0
Avancées technologiques,Northwest Territories ,Solaire,Combustible Principal,2006,0
Avancées technologiques,Northwest Territories ,Solaire,Combustible Principal,2007,0
Avancées technologiques,Northwest Territories ,Solaire,Combustible Principal,2008,0
Avancées technologiques,Northwest Territories ,Solaire,Combustible Principal,2009,0
Avancées technologiques,Northwest Territories ,Solaire,Combustible Principal,2010,0
Avancées technologiques,Northwest Territories ,Solaire,Combustible Principal,2011,0
Avancées technologiques,Northwest Territories ,Solaire,Combustible Principal,2012,0
Avancées technologiques,Northwest Territories ,Solaire,Combustible Principal,2013,0.265
Avancées technologiques,Northwest Territories ,Solaire,Combustible Principal,2014,0.415
Avancées technologiques,Northwest Territories ,Solaire,Combustible Principal,2015,0.815
Avancées technologiques,Northwest Territories ,Solaire,Combustible Principal,2016,1.215
Avancées technologiques,Northwest Territories ,Solaire,Combustible Principal,2017,1.615
Avancées technologiques,Northwest Territories ,Solaire,Combustible Principal,2018,3.772
Avancées technologiques,Northwest Territories ,Solaire,Combustible Principal,2019,5.566
Avancées technologiques,Northwest Territories ,Solaire,Combustible Principal,2020,8.3591
Avancées technologiques,Northwest Territories ,Solaire,Combustible Principal,2021,10.701
Avancées technologiques,Northwest Territories ,Solaire,Combustible Principal,2022,13.0418
Avancées technologiques,Northwest Territories ,Solaire,Combustible Principal,2023,15.3686
Avancées technologiques,Northwest Territories ,Solaire,Combustible Principal,2024,18.1337
Avancées technologiques,Northwest Territories ,Solaire,Combustible Principal,2025,22.3307
Avancées technologiques,Northwest Territories ,Solaire,Combustible Principal,2026,27.0554
Avancées technologiques,Northwest Territories ,Solaire,Combustible Principal,2027,32.2118
Avancées technologiques,Northwest Territories ,Solaire,Combustible Principal,2028,37.7959
Avancées technologiques,Northwest Territories ,Solaire,Combustible Principal,2029,43.8038
Avancées technologiques,Northwest Territories ,Solaire,Combustible Principal,2030,50.7991
Avancées technologiques,Northwest Territories ,Solaire,Combustible Principal,2031,58.9802
Avancées technologiques,Northwest Territories ,Solaire,Combustible Principal,2032,67.1457
Avancées technologiques,Northwest Territories ,Solaire,Combustible Principal,2033,75.2675
Avancées technologiques,Northwest Territories ,Solaire,Combustible Principal,2034,83.365
Avancées technologiques,Northwest Territories ,Solaire,Combustible Principal,2035,92.4365
Avancées technologiques,Northwest Territories ,Solaire,Combustible Principal,2036,101.5817
Avancées technologiques,Northwest Territories ,Solaire,Combustible Principal,2037,110.7006
Avancées technologiques,Northwest Territories ,Solaire,Combustible Principal,2038,119.7926
Avancées technologiques,Northwest Territories ,Solaire,Combustible Principal,2039,128.8585
Avancées technologiques,Northwest Territories ,Solaire,Combustible Principal,2040,137.8992
Avancées technologiques,Nouvelle-écosse,Solaire,Combustible Principal,2005,0
Avancées technologiques,Nouvelle-écosse,Solaire,Combustible Principal,2006,0
Avancées technologiques,Nouvelle-écosse,Solaire,Combustible Principal,2007,0
Avancées technologiques,Nouvelle-écosse,Solaire,Combustible Principal,2008,0
Avancées technologiques,Nouvelle-écosse,Solaire,Combustible Principal,2009,0
Avancées technologiques,Nouvelle-écosse,Solaire,Combustible Principal,2010,0
Avancées technologiques,Nouvelle-écosse,Solaire,Combustible Principal,2011,0
Avancées technologiques,Nouvelle-écosse,Solaire,Combustible Principal,2012,0
Avancées technologiques,Nouvelle-écosse,Solaire,Combustible Principal,2013,0.365
Avancées technologiques,Nouvelle-écosse,Solaire,Combustible Principal,2014,0.365
Avancées technologiques,Nouvelle-écosse,Solaire,Combustible Principal,2015,0.365
Avancées technologiques,Nouvelle-écosse,Solaire,Combustible Principal,2016,0.365
Avancées technologiques,Nouvelle-écosse,Solaire,Combustible Principal,2017,0.365
Avancées technologiques,Nouvelle-écosse,Solaire,Combustible Principal,2018,0.365
Avancées technologiques,Nouvelle-écosse,Solaire,Combustible Principal,2019,15.365
Avancées technologiques,Nouvelle-écosse,Solaire,Combustible Principal,2020,15.365
Avancées technologiques,Nouvelle-écosse,Solaire,Combustible Principal,2021,32.365
Avancées technologiques,Nouvelle-écosse,Solaire,Combustible Principal,2022,49.365
Avancées technologiques,Nouvelle-écosse,Solaire,Combustible Principal,2023,66.365
Avancées technologiques,Nouvelle-écosse,Solaire,Combustible Principal,2024,83.365
Avancées technologiques,Nouvelle-écosse,Solaire,Combustible Principal,2025,100.365
Avancées technologiques,Nouvelle-écosse,Solaire,Combustible Principal,2026,121.365
Avancées technologiques,Nouvelle-écosse,Solaire,Combustible Principal,2027,142.365
Avancées technologiques,Nouvelle-écosse,Solaire,Combustible Principal,2028,163.365
Avancées technologiques,Nouvelle-écosse,Solaire,Combustible Principal,2029,184.365
Avancées technologiques,Nouvelle-écosse,Solaire,Combustible Principal,2030,190.365
Avancées technologiques,Nouvelle-écosse,Solaire,Combustible Principal,2031,204.365
Avancées technologiques,Nouvelle-écosse,Solaire,Combustible Principal,2032,218.365
Avancées technologiques,Nouvelle-écosse,Solaire,Combustible Principal,2033,232.365
Avancées technologiques,Nouvelle-écosse,Solaire,Combustible Principal,2034,246.365
Avancées technologiques,Nouvelle-écosse,Solaire,Combustible Principal,2035,260.365
Avancées technologiques,Nouvelle-écosse,Solaire,Combustible Principal,2036,278.365
Avancées technologiques,Nouvelle-écosse,Solaire,Combustible Principal,2037,296.365
Avancées technologiques,Nouvelle-écosse,Solaire,Combustible Principal,2038,314.365
Avancées technologiques,Nouvelle-écosse,Solaire,Combustible Principal,2039,332.365
Avancées technologiques,Nouvelle-écosse,Solaire,Combustible Principal,2040,350.365
Avancées technologiques,Nunavut,Solaire,Combustible Principal,2005,0
Avancées technologiques,Nunavut,Solaire,Combustible Principal,2006,0
Avancées technologiques,Nunavut,Solaire,Combustible Principal,2007,0
Avancées technologiques,Nunavut,Solaire,Combustible Principal,2008,0
Avancées technologiques,Nunavut,Solaire,Combustible Principal,2009,0
Avancées technologiques,Nunavut,Solaire,Combustible Principal,2010,0
Avancées technologiques,Nunavut,Solaire,Combustible Principal,2011,0
Avancées technologiques,Nunavut,Solaire,Combustible Principal,2012,0
Avancées technologiques,Nunavut,Solaire,Combustible Principal,2013,0.033
Avancées technologiques,Nunavut,Solaire,Combustible Principal,2014,0.033
Avancées technologiques,Nunavut,Solaire,Combustible Principal,2015,0.033
Avancées technologiques,Nunavut,Solaire,Combustible Principal,2016,0.033
Avancées technologiques,Nunavut,Solaire,Combustible Principal,2017,0.033
Avancées technologiques,Nunavut,Solaire,Combustible Principal,2018,1.0037
Avancées technologiques,Nunavut,Solaire,Combustible Principal,2019,1.9831
Avancées technologiques,Nunavut,Solaire,Combustible Principal,2020,2.9672
Avancées technologiques,Nunavut,Solaire,Combustible Principal,2021,3.9523
Avancées technologiques,Nunavut,Solaire,Combustible Principal,2022,4.9352
Avancées technologiques,Nunavut,Solaire,Combustible Principal,2023,5.918
Avancées technologiques,Nunavut,Solaire,Combustible Principal,2024,7.1441
Avancées technologiques,Nunavut,Solaire,Combustible Principal,2025,8.6129
Avancées technologiques,Nunavut,Solaire,Combustible Principal,2026,10.3369
Avancées technologiques,Nunavut,Solaire,Combustible Principal,2027,12.3195
Avancées technologiques,Nunavut,Solaire,Combustible Principal,2028,14.5643
Avancées technologiques,Nunavut,Solaire,Combustible Principal,2029,18.6441
Avancées technologiques,Nunavut,Solaire,Combustible Principal,2030,23.0012
Avancées technologiques,Nunavut,Solaire,Combustible Principal,2031,27.6353
Avancées technologiques,Nunavut,Solaire,Combustible Principal,2032,32.5352
