Sector,Case,Region,Variable_English,Year,Value,Sector2
Primary Demand,Technology,Quebec,"Coal, Coke and Coke Oven Gas",2030,13.36,Primary Demand
Primary Demand,Technology,Quebec,"Coal, Coke and Coke Oven Gas",2031,13.0166,Primary Demand
Primary Demand,Technology,Quebec,"Coal, Coke and Coke Oven Gas",2032,12.6649,Primary Demand
Primary Demand,Technology,Quebec,"Coal, Coke and Coke Oven Gas",2033,12.3014,Primary Demand
Primary Demand,Technology,Quebec,"Coal, Coke and Coke Oven Gas",2034,11.946,Primary Demand
Primary Demand,Technology,Quebec,"Coal, Coke and Coke Oven Gas",2035,11.605,Primary Demand
Primary Demand,Technology,Quebec,"Coal, Coke and Coke Oven Gas",2036,11.2744,Primary Demand
Primary Demand,Technology,Quebec,"Coal, Coke and Coke Oven Gas",2037,10.9433,Primary Demand
Primary Demand,Technology,Quebec,"Coal, Coke and Coke Oven Gas",2038,10.6068,Primary Demand
Primary Demand,Technology,Quebec,"Coal, Coke and Coke Oven Gas",2039,10.2774,Primary Demand
Primary Demand,Technology,Quebec,"Coal, Coke and Coke Oven Gas",2040,9.9611,Primary Demand
Primary Demand,Technology,Quebec,Hydro,2005,622.9193,Primary Demand
Primary Demand,Technology,Quebec,Hydro,2006,620.1664,Primary Demand
Primary Demand,Technology,Quebec,Hydro,2007,650.7849,Primary Demand
Primary Demand,Technology,Quebec,Hydro,2008,675.7111,Primary Demand
Primary Demand,Technology,Quebec,Hydro,2009,681.6097,Primary Demand
Primary Demand,Technology,Quebec,Hydro,2010,638.3545,Primary Demand
Primary Demand,Technology,Quebec,Hydro,2011,682.5184,Primary Demand
Primary Demand,Technology,Quebec,Hydro,2012,690.7225,Primary Demand
Primary Demand,Technology,Quebec,Hydro,2013,728.7094,Primary Demand
Primary Demand,Technology,Quebec,Hydro,2014,709.6203,Primary Demand
Primary Demand,Technology,Quebec,Hydro,2015,699.3442,Primary Demand
Primary Demand,Technology,Quebec,Hydro,2016,709.7491,Primary Demand
Primary Demand,Technology,Quebec,Hydro,2017,709.7787,Primary Demand
Primary Demand,Technology,Quebec,Hydro,2018,718.136,Primary Demand
Primary Demand,Technology,Quebec,Hydro,2019,704.7611,Primary Demand
Primary Demand,Technology,Quebec,Hydro,2020,705.0516,Primary Demand
Primary Demand,Technology,Quebec,Hydro,2021,708.3705,Primary Demand
Primary Demand,Technology,Quebec,Hydro,2022,713.3909,Primary Demand
Primary Demand,Technology,Quebec,Hydro,2023,713.1247,Primary Demand
Primary Demand,Technology,Quebec,Hydro,2024,706.6466,Primary Demand
Primary Demand,Technology,Quebec,Hydro,2025,711.3851,Primary Demand
Primary Demand,Technology,Quebec,Hydro,2026,711.1436,Primary Demand
Primary Demand,Technology,Quebec,Hydro,2027,711.1799,Primary Demand
Primary Demand,Technology,Quebec,Hydro,2028,710.9144,Primary Demand
Primary Demand,Technology,Quebec,Hydro,2029,720.4561,Primary Demand
Primary Demand,Technology,Quebec,Hydro,2030,719.2289,Primary Demand
Primary Demand,Technology,Quebec,Hydro,2031,735.0331,Primary Demand
Primary Demand,Technology,Quebec,Hydro,2032,732.6408,Primary Demand
Primary Demand,Technology,Quebec,Hydro,2033,735.9467,Primary Demand
Primary Demand,Technology,Quebec,Hydro,2034,731.7177,Primary Demand
Primary Demand,Technology,Quebec,Hydro,2035,733.2006,Primary Demand
Primary Demand,Technology,Quebec,Hydro,2036,733.9576,Primary Demand
Primary Demand,Technology,Quebec,Hydro,2037,736.9904,Primary Demand
Primary Demand,Technology,Quebec,Hydro,2038,739.8239,Primary Demand
Primary Demand,Technology,Quebec,Hydro,2039,742.3461,Primary Demand
Primary Demand,Technology,Quebec,Hydro,2040,744.1136,Primary Demand
Primary Demand,Technology,Quebec,Nuclear,2005,16.6808,Primary Demand
Primary Demand,Technology,Quebec,Nuclear,2006,16.6808,Primary Demand
Primary Demand,Technology,Quebec,Nuclear,2007,16.6808,Primary Demand
Primary Demand,Technology,Quebec,Nuclear,2008,14.0274,Primary Demand
Primary Demand,Technology,Quebec,Nuclear,2009,19.4059,Primary Demand
Primary Demand,Technology,Quebec,Nuclear,2010,30.0394,Primary Demand
Primary Demand,Technology,Quebec,Nuclear,2011,32.7162,Primary Demand
Primary Demand,Technology,Quebec,Nuclear,2012,37.363,Primary Demand
Primary Demand,Technology,Quebec,Nuclear,2013,0,Primary Demand
Primary Demand,Technology,Quebec,Nuclear,2014,0,Primary Demand
Primary Demand,Technology,Quebec,Nuclear,2015,0,Primary Demand
Primary Demand,Technology,Quebec,Nuclear,2016,0,Primary Demand
Primary Demand,Technology,Quebec,Nuclear,2017,0,Primary Demand
Primary Demand,Technology,Quebec,Nuclear,2018,0,Primary Demand
Primary Demand,Technology,Quebec,Nuclear,2019,0,Primary Demand
Primary Demand,Technology,Quebec,Nuclear,2020,0,Primary Demand
Primary Demand,Technology,Quebec,Nuclear,2021,0,Primary Demand
Primary Demand,Technology,Quebec,Nuclear,2022,0,Primary Demand
Primary Demand,Technology,Quebec,Nuclear,2023,0,Primary Demand
Primary Demand,Technology,Quebec,Nuclear,2024,0,Primary Demand
Primary Demand,Technology,Quebec,Nuclear,2025,0,Primary Demand
Primary Demand,Technology,Quebec,Nuclear,2026,0,Primary Demand
Primary Demand,Technology,Quebec,Nuclear,2027,0,Primary Demand
Primary Demand,Technology,Quebec,Nuclear,2028,0,Primary Demand
Primary Demand,Technology,Quebec,Nuclear,2029,0,Primary Demand
Primary Demand,Technology,Quebec,Nuclear,2030,0,Primary Demand
Primary Demand,Technology,Quebec,Nuclear,2031,0,Primary Demand
Primary Demand,Technology,Quebec,Nuclear,2032,0,Primary Demand
Primary Demand,Technology,Quebec,Nuclear,2033,0,Primary Demand
Primary Demand,Technology,Quebec,Nuclear,2034,0,Primary Demand
Primary Demand,Technology,Quebec,Nuclear,2035,0,Primary Demand
Primary Demand,Technology,Quebec,Nuclear,2036,0,Primary Demand
Primary Demand,Technology,Quebec,Nuclear,2037,0,Primary Demand
Primary Demand,Technology,Quebec,Nuclear,2038,0,Primary Demand
Primary Demand,Technology,Quebec,Nuclear,2039,0,Primary Demand
Primary Demand,Technology,Quebec,Nuclear,2040,0,Primary Demand
Primary Demand,Technology,Quebec,Other Renewables and Landfill Gas,2005,185.3053,Primary Demand
Primary Demand,Technology,Quebec,Other Renewables and Landfill Gas,2006,181.8965,Primary Demand
Primary Demand,Technology,Quebec,Other Renewables and Landfill Gas,2007,182.7591,Primary Demand
Primary Demand,Technology,Quebec,Other Renewables and Landfill Gas,2008,177.9151,Primary Demand
Primary Demand,Technology,Quebec,Other Renewables and Landfill Gas,2009,154.0595,Primary Demand
Primary Demand,Technology,Quebec,Other Renewables and Landfill Gas,2010,176.1102,Primary Demand
Primary Demand,Technology,Quebec,Other Renewables and Landfill Gas,2011,180.7794,Primary Demand
Primary Demand,Technology,Quebec,Other Renewables and Landfill Gas,2012,176.6627,Primary Demand
Primary Demand,Technology,Quebec,Other Renewables and Landfill Gas,2013,198.6755,Primary Demand
Primary Demand,Technology,Quebec,Other Renewables and Landfill Gas,2014,204.8845,Primary Demand
Primary Demand,Technology,Quebec,Other Renewables and Landfill Gas,2015,189.65,Primary Demand
Primary Demand,Technology,Quebec,Other Renewables and Landfill Gas,2016,179.908,Primary Demand
Primary Demand,Technology,Quebec,Other Renewables and Landfill Gas,2017,190.1643,Primary Demand
Primary Demand,Technology,Quebec,Other Renewables and Landfill Gas,2018,193.2207,Primary Demand
Primary Demand,Technology,Quebec,Other Renewables and Landfill Gas,2019,195.2662,Primary Demand
Primary Demand,Technology,Quebec,Other Renewables and Landfill Gas,2020,197.2751,Primary Demand
Primary Demand,Technology,Quebec,Other Renewables and Landfill Gas,2021,198.6965,Primary Demand
Primary Demand,Technology,Quebec,Other Renewables and Landfill Gas,2022,200.9474,Primary Demand
Primary Demand,Technology,Quebec,Other Renewables and Landfill Gas,2023,203.608,Primary Demand
Primary Demand,Technology,Quebec,Other Renewables and Landfill Gas,2024,205.9714,Primary Demand
Primary Demand,Technology,Quebec,Other Renewables and Landfill Gas,2025,212.5642,Primary Demand
Primary Demand,Technology,Quebec,Other Renewables and Landfill Gas,2026,216.4901,Primary Demand
Primary Demand,Technology,Quebec,Other Renewables and Landfill Gas,2027,219.725,Primary Demand
Primary Demand,Technology,Quebec,Other Renewables and Landfill Gas,2028,222.7199,Primary Demand
Primary Demand,Technology,Quebec,Other Renewables and Landfill Gas,2029,225.7153,Primary Demand
Primary Demand,Technology,Quebec,Other Renewables and Landfill Gas,2030,230.5162,Primary Demand
Primary Demand,Technology,Quebec,Other Renewables and Landfill Gas,2031,230.3545,Primary Demand
Primary Demand,Technology,Quebec,Other Renewables and Landfill Gas,2032,230.0267,Primary Demand
Primary Demand,Technology,Quebec,Other Renewables and Landfill Gas,2033,229.7872,Primary Demand
Primary Demand,Technology,Quebec,Other Renewables and Landfill Gas,2034,230.674,Primary Demand
Primary Demand,Technology,Quebec,Other Renewables and Landfill Gas,2035,233.211,Primary Demand
Primary Demand,Technology,Quebec,Other Renewables and Landfill Gas,2036,235.4589,Primary Demand
Primary Demand,Technology,Quebec,Other Renewables and Landfill Gas,2037,237.4605,Primary Demand
Primary Demand,Technology,Quebec,Other Renewables and Landfill Gas,2038,238.7353,Primary Demand
Primary Demand,Technology,Quebec,Other Renewables and Landfill Gas,2039,239.8888,Primary Demand
Primary Demand,Technology,Quebec,Other Renewables and Landfill Gas,2040,241.219,Primary Demand
Electric Generation,Technology,New Brunswick,Natural Gas,2005,18.4182,Electric Generation
Electric Generation,Technology,New Brunswick,Natural Gas,2006,18.4181,Electric Generation
Electric Generation,Technology,New Brunswick,Natural Gas,2007,18.4182,Electric Generation
Electric Generation,Technology,New Brunswick,Natural Gas,2008,32.5974,Electric Generation
Electric Generation,Technology,New Brunswick,Natural Gas,2009,19.4351,Electric Generation
Electric Generation,Technology,New Brunswick,Natural Gas,2010,22.291,Electric Generation
Electric Generation,Technology,New Brunswick,Natural Gas,2011,22.6632,Electric Generation
Electric Generation,Technology,New Brunswick,Natural Gas,2012,20.739,Electric Generation
Electric Generation,Technology,New Brunswick,Natural Gas,2013,21.4858,Electric Generation
Electric Generation,Technology,New Brunswick,Natural Gas,2014,22.2438,Electric Generation
Electric Generation,Technology,New Brunswick,Natural Gas,2015,22.0676,Electric Generation
Electric Generation,Technology,New Brunswick,Natural Gas,2016,20.9914,Electric Generation
Electric Generation,Technology,New Brunswick,Natural Gas,2017,20.2175,Electric Generation
Electric Generation,Technology,New Brunswick,Natural Gas,2018,20.2175,Electric Generation
Electric Generation,Technology,New Brunswick,Natural Gas,2019,20.2174,Electric Generation
Electric Generation,Technology,New Brunswick,Natural Gas,2020,20.2177,Electric Generation
Electric Generation,Technology,New Brunswick,Natural Gas,2021,20.2176,Electric Generation
Electric Generation,Technology,New Brunswick,Natural Gas,2022,20.2175,Electric Generation
Electric Generation,Technology,New Brunswick,Natural Gas,2023,20.2175,Electric Generation
Electric Generation,Technology,New Brunswick,Natural Gas,2024,20.2174,Electric Generation
Electric Generation,Technology,New Brunswick,Natural Gas,2025,20.2175,Electric Generation
Electric Generation,Technology,New Brunswick,Natural Gas,2026,20.3008,Electric Generation
Electric Generation,Technology,New Brunswick,Natural Gas,2027,4.2661,Electric Generation
Electric Generation,Technology,New Brunswick,Natural Gas,2028,3.8373,Electric Generation
Electric Generation,Technology,New Brunswick,Natural Gas,2029,3.8372,Electric Generation
Electric Generation,Technology,New Brunswick,Natural Gas,2030,3.8373,Electric Generation
Electric Generation,Technology,New Brunswick,Natural Gas,2031,3.8373,Electric Generation
Electric Generation,Technology,New Brunswick,Natural Gas,2032,3.8373,Electric Generation
Electric Generation,Technology,New Brunswick,Natural Gas,2033,3.8373,Electric Generation
Electric Generation,Technology,New Brunswick,Natural Gas,2034,3.8372,Electric Generation
Electric Generation,Technology,New Brunswick,Natural Gas,2035,3.8373,Electric Generation
Electric Generation,Technology,New Brunswick,Natural Gas,2036,3.8373,Electric Generation
Electric Generation,Technology,New Brunswick,Natural Gas,2037,3.8373,Electric Generation
Electric Generation,Technology,New Brunswick,Natural Gas,2038,3.8373,Electric Generation
Electric Generation,Technology,New Brunswick,Natural Gas,2039,3.8373,Electric Generation
Electric Generation,Technology,New Brunswick,Natural Gas,2040,0.0238,Electric Generation
Electric Generation,Technology,New Brunswick,RPP,2005,45.3333,Electric Generation
Electric Generation,Technology,New Brunswick,RPP,2006,45.3332,Electric Generation
Electric Generation,Technology,New Brunswick,RPP,2007,45.3333,Electric Generation
Electric Generation,Technology,New Brunswick,RPP,2008,42.6494,Electric Generation
Electric Generation,Technology,New Brunswick,RPP,2009,54.5663,Electric Generation
Electric Generation,Technology,New Brunswick,RPP,2010,25.4836,Electric Generation
Electric Generation,Technology,New Brunswick,RPP,2011,19.0311,Electric Generation
Electric Generation,Technology,New Brunswick,RPP,2012,16.2121,Electric Generation
Electric Generation,Technology,New Brunswick,RPP,2013,13.3404,Electric Generation
Electric Generation,Technology,New Brunswick,RPP,2014,12.9101,Electric Generation
Electric Generation,Technology,New Brunswick,RPP,2015,15.2621,Electric Generation
Electric Generation,Technology,New Brunswick,RPP,2016,20.871,Electric Generation
Electric Generation,Technology,New Brunswick,RPP,2017,11.404,Electric Generation
Electric Generation,Technology,New Brunswick,RPP,2018,11.4836,Electric Generation
Electric Generation,Technology,New Brunswick,RPP,2019,5.0728,Electric Generation
Electric Generation,Technology,New Brunswick,RPP,2020,5.0142,Electric Generation
Electric Generation,Technology,New Brunswick,RPP,2021,4.9203,Electric Generation
Electric Generation,Technology,New Brunswick,RPP,2022,1.8634,Electric Generation
Electric Generation,Technology,New Brunswick,RPP,2023,0.9003,Electric Generation
Electric Generation,Technology,New Brunswick,RPP,2024,0.7673,Electric Generation
Electric Generation,Technology,New Brunswick,RPP,2025,0.6014,Electric Generation
Electric Generation,Technology,New Brunswick,RPP,2026,0.4893,Electric Generation
Electric Generation,Technology,New Brunswick,RPP,2027,0.6097,Electric Generation
Electric Generation,Technology,New Brunswick,RPP,2028,0.4902,Electric Generation
Electric Generation,Technology,New Brunswick,RPP,2029,0.4893,Electric Generation
Electric Generation,Technology,New Brunswick,RPP,2030,0.4879,Electric Generation
Electric Generation,Technology,New Brunswick,RPP,2031,0.4798,Electric Generation
Electric Generation,Technology,New Brunswick,RPP,2032,0.4737,Electric Generation
Electric Generation,Technology,New Brunswick,RPP,2033,0.4738,Electric Generation
Electric Generation,Technology,New Brunswick,RPP,2034,0.4738,Electric Generation
Electric Generation,Technology,New Brunswick,RPP,2035,0.4738,Electric Generation
Electric Generation,Technology,New Brunswick,RPP,2036,0.4737,Electric Generation
Electric Generation,Technology,New Brunswick,RPP,2037,0.4738,Electric Generation
Electric Generation,Technology,New Brunswick,RPP,2038,0.4737,Electric Generation
Electric Generation,Technology,New Brunswick,RPP,2039,0.4737,Electric Generation
Electric Generation,Technology,New Brunswick,RPP,2040,0.4737,Electric Generation
Electric Generation,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2005,25.2912,Electric Generation
Electric Generation,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2006,25.2912,Electric Generation
Electric Generation,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2007,25.2912,Electric Generation
Electric Generation,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2008,26.1363,Electric Generation
Electric Generation,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2009,19.5383,Electric Generation
Electric Generation,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2010,21.495,Electric Generation
Electric Generation,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2011,23.1097,Electric Generation
Electric Generation,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2012,18.0779,Electric Generation
Electric Generation,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2013,20.6711,Electric Generation
Electric Generation,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2014,23.5259,Electric Generation
Electric Generation,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2015,15.273,Electric Generation
Electric Generation,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2016,22.4649,Electric Generation
Electric Generation,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2017,23.9503,Electric Generation
Electric Generation,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2018,24.1248,Electric Generation
Electric Generation,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2019,10.0775,Electric Generation
Electric Generation,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2020,9.949,Electric Generation
Electric Generation,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2021,9.7433,Electric Generation
Electric Generation,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2022,3.0451,Electric Generation
Electric Generation,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2023,0.9347,Electric Generation
Electric Generation,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2024,0.6433,Electric Generation
Electric Generation,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2025,0.2796,Electric Generation
Electric Generation,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2026,0.0342,Electric Generation
Electric Generation,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2027,0.1256,Electric Generation
Electric Generation,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2028,0.0362,Electric Generation
Electric Generation,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2029,0.0342,Electric Generation
Electric Generation,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2030,0.031,Electric Generation
Electric Generation,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2031,0.013,Electric Generation
Electric Generation,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2032,0,Electric Generation
Electric Generation,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2033,0,Electric Generation
Electric Generation,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2034,0,Electric Generation
Electric Generation,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2035,0,Electric Generation
Electric Generation,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2036,0,Electric Generation
Electric Generation,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2037,0,Electric Generation
Electric Generation,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2038,0,Electric Generation
Electric Generation,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2039,0,Electric Generation
Electric Generation,Technology,New Brunswick,"Coal, Coke and Coke Oven Gas",2040,0,Electric Generation
Electric Generation,Technology,New Brunswick,Hydro,2005,13.9436,Electric Generation
Electric Generation,Technology,New Brunswick,Hydro,2006,13.4254,Electric Generation
Electric Generation,Technology,New Brunswick,Hydro,2007,10.0529,Electric Generation
Electric Generation,Technology,New Brunswick,Hydro,2008,12.7241,Electric Generation
Electric Generation,Technology,New Brunswick,Hydro,2009,10.6664,Electric Generation
Electric Generation,Technology,New Brunswick,Hydro,2010,11.9658,Electric Generation
Electric Generation,Technology,New Brunswick,Hydro,2011,14.1101,Electric Generation
Electric Generation,Technology,New Brunswick,Hydro,2012,10.6413,Electric Generation
Electric Generation,Technology,New Brunswick,Hydro,2013,12.2715,Electric Generation
Electric Generation,Technology,New Brunswick,Hydro,2014,10.6623,Electric Generation
Electric Generation,Technology,New Brunswick,Hydro,2015,9.4101,Electric Generation
Electric Generation,Technology,New Brunswick,Hydro,2016,11.2775,Electric Generation
Electric Generation,Technology,New Brunswick,Hydro,2017,11.806,Electric Generation
Electric Generation,Technology,New Brunswick,Hydro,2018,11.806,Electric Generation
Electric Generation,Technology,New Brunswick,Hydro,2019,11.8059,Electric Generation
Electric Generation,Technology,New Brunswick,Hydro,2020,11.806,Electric Generation
Electric Generation,Technology,New Brunswick,Hydro,2021,11.806,Electric Generation
Electric Generation,Technology,New Brunswick,Hydro,2022,11.8059,Electric Generation
Electric Generation,Technology,New Brunswick,Hydro,2023,11.8059,Electric Generation
Electric Generation,Technology,New Brunswick,Hydro,2024,11.8059,Electric Generation
Electric Generation,Technology,New Brunswick,Hydro,2025,11.8059,Electric Generation
Electric Generation,Technology,New Brunswick,Hydro,2026,11.806,Electric Generation
Electric Generation,Technology,New Brunswick,Hydro,2027,11.806,Electric Generation
Electric Generation,Technology,New Brunswick,Hydro,2028,11.806,Electric Generation
Electric Generation,Technology,New Brunswick,Hydro,2029,11.8059,Electric Generation
Electric Generation,Technology,New Brunswick,Hydro,2030,11.806,Electric Generation
Electric Generation,Technology,New Brunswick,Hydro,2031,11.8059,Electric Generation
Electric Generation,Technology,New Brunswick,Hydro,2032,11.806,Electric Generation
Electric Generation,Technology,New Brunswick,Hydro,2033,11.8059,Electric Generation
Electric Generation,Technology,New Brunswick,Hydro,2034,11.8059,Electric Generation
Electric Generation,Technology,New Brunswick,Hydro,2035,11.806,Electric Generation
Electric Generation,Technology,New Brunswick,Hydro,2036,11.8059,Electric Generation
Electric Generation,Technology,New Brunswick,Hydro,2037,11.8059,Electric Generation
Electric Generation,Technology,New Brunswick,Hydro,2038,11.806,Electric Generation
Electric Generation,Technology,New Brunswick,Hydro,2039,11.8059,Electric Generation
Electric Generation,Technology,New Brunswick,Hydro,2040,11.806,Electric Generation
Electric Generation,Technology,New Brunswick,Nuclear,2005,55.867,Electric Generation
Electric Generation,Technology,New Brunswick,Nuclear,2006,55.7138,Electric Generation
Electric Generation,Technology,New Brunswick,Nuclear,2007,52.5619,Electric Generation
Electric Generation,Technology,New Brunswick,Nuclear,2008,15.1333,Electric Generation
Electric Generation,Technology,New Brunswick,Nuclear,2009,0,Electric Generation
Electric Generation,Technology,New Brunswick,Nuclear,2010,0,Electric Generation
Electric Generation,Technology,New Brunswick,Nuclear,2011,0,Electric Generation
Electric Generation,Technology,New Brunswick,Nuclear,2012,0,Electric Generation
Electric Generation,Technology,New Brunswick,Nuclear,2013,54.3493,Electric Generation
Electric Generation,Technology,New Brunswick,Nuclear,2014,44.6083,Electric Generation
Electric Generation,Technology,New Brunswick,Nuclear,2015,38.0652,Electric Generation
Electric Generation,Technology,New Brunswick,Nuclear,2016,61.8863,Electric Generation
Electric Generation,Technology,New Brunswick,Nuclear,2017,40.4489,Electric Generation
Electric Generation,Technology,New Brunswick,Nuclear,2018,40.4489,Electric Generation
Electric Generation,Technology,New Brunswick,Nuclear,2019,40.4489,Electric Generation
Electric Generation,Technology,New Brunswick,Nuclear,2020,40.4489,Electric Generation
Electric Generation,Technology,New Brunswick,Nuclear,2021,40.4489,Electric Generation
Electric Generation,Technology,New Brunswick,Nuclear,2022,40.4489,Electric Generation
Electric Generation,Technology,New Brunswick,Nuclear,2023,40.4489,Electric Generation
Electric Generation,Technology,New Brunswick,Nuclear,2024,40.4489,Electric Generation
Electric Generation,Technology,New Brunswick,Nuclear,2025,40.4489,Electric Generation
Electric Generation,Technology,New Brunswick,Nuclear,2026,40.4489,Electric Generation
Electric Generation,Technology,New Brunswick,Nuclear,2027,40.4489,Electric Generation
Electric Generation,Technology,New Brunswick,Nuclear,2028,38.9488,Electric Generation
Electric Generation,Technology,New Brunswick,Nuclear,2029,39.0823,Electric Generation
Electric Generation,Technology,New Brunswick,Nuclear,2030,40.4489,Electric Generation
Electric Generation,Technology,New Brunswick,Nuclear,2031,40.4489,Electric Generation
Electric Generation,Technology,New Brunswick,Nuclear,2032,40.4489,Electric Generation
Electric Generation,Technology,New Brunswick,Nuclear,2033,40.4489,Electric Generation
Electric Generation,Technology,New Brunswick,Nuclear,2034,40.4489,Electric Generation
Electric Generation,Technology,New Brunswick,Nuclear,2035,40.4489,Electric Generation
Electric Generation,Technology,New Brunswick,Nuclear,2036,40.4489,Electric Generation
Electric Generation,Technology,New Brunswick,Nuclear,2037,40.4489,Electric Generation
Electric Generation,Technology,New Brunswick,Nuclear,2038,40.4489,Electric Generation
Electric Generation,Technology,New Brunswick,Nuclear,2039,40.4489,Electric Generation
Electric Generation,Technology,New Brunswick,Nuclear,2040,40.4489,Electric Generation
Electric Generation,Technology,New Brunswick,Other Renewables and Landfill Gas,2005,15.6379,Electric Generation
Electric Generation,Technology,New Brunswick,Other Renewables and Landfill Gas,2006,15.6379,Electric Generation
Electric Generation,Technology,New Brunswick,Other Renewables and Landfill Gas,2007,15.638,Electric Generation
Electric Generation,Technology,New Brunswick,Other Renewables and Landfill Gas,2008,13.8784,Electric Generation
Electric Generation,Technology,New Brunswick,Other Renewables and Landfill Gas,2009,11.9828,Electric Generation
Electric Generation,Technology,New Brunswick,Other Renewables and Landfill Gas,2010,17.02,Electric Generation
Electric Generation,Technology,New Brunswick,Other Renewables and Landfill Gas,2011,26.3821,Electric Generation
Electric Generation,Technology,New Brunswick,Other Renewables and Landfill Gas,2012,27.2936,Electric Generation
Electric Generation,Technology,New Brunswick,Other Renewables and Landfill Gas,2013,24.0695,Electric Generation
Electric Generation,Technology,New Brunswick,Other Renewables and Landfill Gas,2014,24.2453,Electric Generation
Electric Generation,Technology,New Brunswick,Other Renewables and Landfill Gas,2015,26.7348,Electric Generation
Electric Generation,Technology,New Brunswick,Other Renewables and Landfill Gas,2016,22.5321,Electric Generation
Electric Generation,Technology,New Brunswick,Other Renewables and Landfill Gas,2017,8.944,Electric Generation
Electric Generation,Technology,New Brunswick,Other Renewables and Landfill Gas,2018,8.944,Electric Generation
Electric Generation,Technology,New Brunswick,Other Renewables and Landfill Gas,2019,8.944,Electric Generation
Electric Generation,Technology,New Brunswick,Other Renewables and Landfill Gas,2020,9.2397,Electric Generation
Electric Generation,Technology,New Brunswick,Other Renewables and Landfill Gas,2021,9.2491,Electric Generation
Electric Generation,Technology,New Brunswick,Other Renewables and Landfill Gas,2022,9.2585,Electric Generation
Electric Generation,Technology,New Brunswick,Other Renewables and Landfill Gas,2023,9.2678,Electric Generation
Electric Generation,Technology,New Brunswick,Other Renewables and Landfill Gas,2024,9.2774,Electric Generation
Electric Generation,Technology,New Brunswick,Other Renewables and Landfill Gas,2025,9.4287,Electric Generation
Electric Generation,Technology,New Brunswick,Other Renewables and Landfill Gas,2026,9.4572,Electric Generation
Electric Generation,Technology,New Brunswick,Other Renewables and Landfill Gas,2027,9.4858,Electric Generation
Electric Generation,Technology,New Brunswick,Other Renewables and Landfill Gas,2028,9.5141,Electric Generation
Electric Generation,Technology,New Brunswick,Other Renewables and Landfill Gas,2029,9.5424,Electric Generation
Electric Generation,Technology,New Brunswick,Other Renewables and Landfill Gas,2030,10.5166,Electric Generation
Electric Generation,Technology,New Brunswick,Other Renewables and Landfill Gas,2031,11.087,Electric Generation
Electric Generation,Technology,New Brunswick,Other Renewables and Landfill Gas,2032,11.6573,Electric Generation
Electric Generation,Technology,New Brunswick,Other Renewables and Landfill Gas,2033,12.2279,Electric Generation
Electric Generation,Technology,New Brunswick,Other Renewables and Landfill Gas,2034,12.7984,Electric Generation
Electric Generation,Technology,New Brunswick,Other Renewables and Landfill Gas,2035,13.3689,Electric Generation
Electric Generation,Technology,New Brunswick,Other Renewables and Landfill Gas,2036,13.9582,Electric Generation
Electric Generation,Technology,New Brunswick,Other Renewables and Landfill Gas,2037,14.5477,Electric Generation
Electric Generation,Technology,New Brunswick,Other Renewables and Landfill Gas,2038,15.1373,Electric Generation
Electric Generation,Technology,New Brunswick,Other Renewables and Landfill Gas,2039,15.7267,Electric Generation
Electric Generation,Technology,New Brunswick,Other Renewables and Landfill Gas,2040,16.3398,Electric Generation
Less Electricity Secondary Demand,Technology,New Brunswick,Total,2005,57.0068,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Technology,New Brunswick,Total,2006,48.5823,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Technology,New Brunswick,Total,2007,53.3022,Less Electricity Secondary Demand
